day,original_day,date,demand,price,revenue,dow,month,year,snap,event_name,event_type,is_event,is_weekend
751,752,2013-02-18,53,1.38,73.14,0,2,2013,False,PresidentsDay,National,True,False
752,753,2013-02-19,55,1.38,75.89999999999999,1,2,2013,False,,,False,False
753,754,2013-02-20,61,1.38,84.17999999999999,2,2,2013,False,LentWeek2,Religious,True,False
754,755,2013-02-21,62,1.38,85.55999999999999,3,2,2013,False,,,False,False
755,756,2013-02-22,108,1.38,149.04,4,2,2013,False,,,False,False
756,757,2013-02-23,96,1.38,132.48,5,2,2013,False,,,False,True
757,758,2013-02-24,96,1.38,132.48,6,2,2013,False,Purim End,Religious,True,True
758,759,2013-02-25,42,1.38,57.959999999999994,0,2,2013,False,,,False,False
759,760,2013-02-26,49,1.38,67.61999999999999,1,2,2013,False,,,False,False
760,761,2013-02-27,44,1.38,60.72,2,2,2013,False,,,False,False
761,762,2013-02-28,85,1.38,117.3,3,2,2013,False,,,False,False
762,763,2013-03-01,76,1.38,104.88,4,3,2013,True,,,False,False
763,764,2013-03-02,176,1.38,242.88,5,3,2013,True,,,False,True
764,765,2013-03-03,96,1.38,132.48,6,3,2013,True,,,False,True
765,766,2013-03-04,74,1.38,102.11999999999999,0,3,2013,True,,,False,False
766,767,2013-03-05,38,1.38,52.44,1,3,2013,True,,,False,False
767,768,2013-03-06,78,1.38,107.63999999999999,2,3,2013,True,,,False,False
768,769,2013-03-07,64,1.38,88.32,3,3,2013,True,,,False,False
769,770,2013-03-08,70,1.38,96.6,4,3,2013,True,,,False,False
770,771,2013-03-09,86,1.38,118.67999999999999,5,3,2013,True,,,False,True
771,772,2013-03-10,118,1.38,162.83999999999997,6,3,2013,True,,,False,True
772,773,2013-03-11,32,1.38,44.16,0,3,2013,False,,,False,False
773,774,2013-03-12,46,1.38,63.48,1,3,2013,False,,,False,False
774,775,2013-03-13,75,1.38,103.49999999999999,2,3,2013,False,,,False,False
775,776,2013-03-14,57,1.38,78.66,3,3,2013,False,,,False,False
776,777,2013-03-15,76,1.38,104.88,4,3,2013,False,,,False,False
777,778,2013-03-16,125,1.38,172.5,5,3,2013,False,,,False,True
778,779,2013-03-17,52,1.38,71.75999999999999,6,3,2013,False,StPatricksDay,Cultural,True,True
779,780,2013-03-18,69,1.38,95.22,0,3,2013,False,,,False,False
780,781,2013-03-19,44,1.38,60.72,1,3,2013,False,,,False,False
781,782,2013-03-20,66,1.38,91.08,2,3,2013,False,,,False,False
782,783,2013-03-21,71,1.38,97.97999999999999,3,3,2013,False,,,False,False
783,784,2013-03-22,78,1.38,107.63999999999999,4,3,2013,False,,,False,False
784,785,2013-03-23,133,1.38,183.54,5,3,2013,False,,,False,True
785,786,2013-03-24,123,1.38,169.73999999999998,6,3,2013,False,,,False,True
786,787,2013-03-25,70,1.38,96.6,0,3,2013,False,,,False,False
787,788,2013-03-26,74,1.38,102.11999999999999,1,3,2013,False,,,False,False
788,789,2013-03-27,56,1.38,77.28,2,3,2013,False,,,False,False
789,790,2013-03-28,85,1.38,117.3,3,3,2013,False,,,False,False
790,791,2013-03-29,112,1.38,154.56,4,3,2013,False,,,False,False
791,792,2013-03-30,196,1.38,270.47999999999996,5,3,2013,False,,,False,True
792,793,2013-03-31,229,1.38,316.02,6,3,2013,False,Easter,Cultural,True,True
793,794,2013-04-01,87,1.38,120.05999999999999,0,4,2013,True,,,False,False
794,795,2013-04-02,59,1.38,81.41999999999999,1,4,2013,True,Pesach End,Religious,True,False
795,796,2013-04-03,56,1.38,77.28,2,4,2013,True,,,False,False
796,797,2013-04-04,72,1.38,99.35999999999999,3,4,2013,True,,,False,False
797,798,2013-04-05,118,1.38,162.83999999999997,4,4,2013,True,,,False,False
798,799,2013-04-06,144,1.38,198.71999999999997,5,4,2013,True,,,False,True
799,800,2013-04-07,136,1.38,187.67999999999998,6,4,2013,True,,,False,True
800,801,2013-04-08,87,1.38,120.05999999999999,0,4,2013,True,,,False,False
801,802,2013-04-09,88,1.38,121.44,1,4,2013,True,,,False,False
802,803,2013-04-10,86,1.38,118.67999999999999,2,4,2013,True,,,False,False
803,804,2013-04-11,80,1.38,110.39999999999999,3,4,2013,False,,,False,False
804,805,2013-04-12,80,1.38,110.39999999999999,4,4,2013,False,,,False,False
805,806,2013-04-13,134,1.38,184.92,5,4,2013,False,,,False,True
806,807,2013-04-14,106,1.38,146.28,6,4,2013,False,,,False,True
807,808,2013-04-15,78,1.38,107.63999999999999,0,4,2013,False,,,False,False
808,809,2013-04-16,53,1.38,73.14,1,4,2013,False,,,False,False
809,810,2013-04-17,48,1.38,66.24,2,4,2013,False,,,False,False
810,811,2013-04-18,47,1.38,64.86,3,4,2013,False,,,False,False
811,812,2013-04-19,75,1.38,103.49999999999999,4,4,2013,False,,,False,False
812,813,2013-04-20,117,1.38,161.45999999999998,5,4,2013,False,,,False,True
813,814,2013-04-21,95,1.38,131.1,6,4,2013,False,,,False,True
814,815,2013-04-22,57,1.38,78.66,0,4,2013,False,,,False,False
815,816,2013-04-23,61,1.38,84.17999999999999,1,4,2013,False,,,False,False
816,817,2013-04-24,42,1.38,57.959999999999994,2,4,2013,False,,,False,False
817,818,2013-04-25,45,1.38,62.099999999999994,3,4,2013,False,,,False,False
818,819,2013-04-26,62,1.38,85.55999999999999,4,4,2013,False,,,False,False
819,820,2013-04-27,101,1.38,139.38,5,4,2013,False,,,False,True
820,821,2013-04-28,87,1.38,120.05999999999999,6,4,2013,False,,,False,True
821,822,2013-04-29,50,1.38,69.0,0,4,2013,False,,,False,False
822,823,2013-04-30,82,1.38,113.16,1,4,2013,False,,,False,False
823,824,2013-05-01,74,1.38,102.11999999999999,2,5,2013,True,,,False,False
824,825,2013-05-02,62,1.38,85.55999999999999,3,5,2013,True,,,False,False
825,826,2013-05-03,85,1.38,117.3,4,5,2013,True,,,False,False
826,827,2013-05-04,125,1.38,172.5,5,5,2013,True,,,False,True
827,828,2013-05-05,95,1.38,131.1,6,5,2013,True,OrthodoxEaster,Religious,True,True
828,829,2013-05-06,82,1.38,113.16,0,5,2013,True,,,False,False
829,830,2013-05-07,85,1.38,117.3,1,5,2013,True,,,False,False
830,831,2013-05-08,73,1.38,100.74,2,5,2013,True,,,False,False
831,832,2013-05-09,64,1.38,88.32,3,5,2013,True,,,False,False
832,833,2013-05-10,86,1.38,118.67999999999999,4,5,2013,True,,,False,False
833,834,2013-05-11,145,1.38,200.1,5,5,2013,False,,,False,True
834,835,2013-05-12,126,1.38,173.88,6,5,2013,False,Mother's day,Cultural,True,True
835,836,2013-05-13,77,1.38,106.25999999999999,0,5,2013,False,,,False,False
836,837,2013-05-14,93,1.38,128.34,1,5,2013,False,,,False,False
837,838,2013-05-15,64,1.38,88.32,2,5,2013,False,,,False,False
838,839,2013-05-16,55,1.38,75.89999999999999,3,5,2013,False,,,False,False
839,840,2013-05-17,113,1.38,155.94,4,5,2013,False,,,False,False
840,841,2013-05-18,95,1.38,131.1,5,5,2013,False,,,False,True
841,842,2013-05-19,82,1.38,113.16,6,5,2013,False,,,False,True
842,843,2013-05-20,41,1.38,56.58,0,5,2013,False,,,False,False
843,844,2013-05-21,40,1.38,55.199999999999996,1,5,2013,False,,,False,False
844,845,2013-05-22,57,1.38,78.66,2,5,2013,False,,,False,False
845,846,2013-05-23,43,1.38,59.339999999999996,3,5,2013,False,,,False,False
846,847,2013-05-24,112,1.38,154.56,4,5,2013,False,,,False,False
847,848,2013-05-25,65,1.38,89.69999999999999,5,5,2013,False,,,False,True
848,849,2013-05-26,116,1.38,160.07999999999998,6,5,2013,False,,,False,True
849,850,2013-05-27,127,1.38,175.26,0,5,2013,False,MemorialDay,National,True,False
850,851,2013-05-28,68,1.38,93.83999999999999,1,5,2013,False,,,False,False
851,852,2013-05-29,34,1.38,46.919999999999995,2,5,2013,False,,,False,False
852,853,2013-05-30,64,1.38,88.32,3,5,2013,False,,,False,False
853,854,2013-05-31,119,1.38,164.22,4,5,2013,False,,,False,False
854,855,2013-06-01,91,1.38,125.57999999999998,5,6,2013,True,,,False,True
855,856,2013-06-02,103,1.38,142.14,6,6,2013,True,,,False,True
856,857,2013-06-03,73,1.38,100.74,0,6,2013,True,,,False,False
857,858,2013-06-04,80,1.38,110.39999999999999,1,6,2013,True,,,False,False
858,859,2013-06-05,53,1.38,73.14,2,6,2013,True,,,False,False
859,860,2013-06-06,49,1.38,67.61999999999999,3,6,2013,True,NBAFinalsStart,Sporting,True,False
860,861,2013-06-07,54,1.38,74.52,4,6,2013,True,,,False,False
861,862,2013-06-08,134,1.38,184.92,5,6,2013,True,,,False,True
862,863,2013-06-09,120,1.38,165.6,6,6,2013,True,,,False,True
863,864,2013-06-10,112,1.38,154.56,0,6,2013,True,,,False,False
864,865,2013-06-11,44,1.38,60.72,1,6,2013,False,,,False,False
865,866,2013-06-12,52,1.38,71.75999999999999,2,6,2013,False,,,False,False
866,867,2013-06-13,138,1.38,190.44,3,6,2013,False,,,False,False
867,868,2013-06-14,117,1.38,161.45999999999998,4,6,2013,False,,,False,False
868,869,2013-06-15,146,1.38,201.48,5,6,2013,False,,,False,True
869,870,2013-06-16,123,1.38,169.73999999999998,6,6,2013,False,Father's day,Cultural,True,True
870,871,2013-06-17,57,1.38,78.66,0,6,2013,False,,,False,False
871,872,2013-06-18,84,1.38,115.91999999999999,1,6,2013,False,,,False,False
872,873,2013-06-19,44,1.38,60.72,2,6,2013,False,,,False,False
873,874,2013-06-20,59,1.38,81.41999999999999,3,6,2013,False,NBAFinalsEnd,Sporting,True,False
874,875,2013-06-21,110,1.38,151.79999999999998,4,6,2013,False,,,False,False
875,876,2013-06-22,127,1.38,175.26,5,6,2013,False,,,False,True
876,877,2013-06-23,65,1.38,89.69999999999999,6,6,2013,False,,,False,True
877,878,2013-06-24,39,1.38,53.81999999999999,0,6,2013,False,,,False,False
878,879,2013-06-25,66,1.38,91.08,1,6,2013,False,,,False,False
879,880,2013-06-26,63,1.38,86.94,2,6,2013,False,,,False,False
880,881,2013-06-27,47,1.38,64.86,3,6,2013,False,,,False,False
881,882,2013-06-28,134,1.38,184.92,4,6,2013,False,,,False,False
882,883,2013-06-29,88,1.38,121.44,5,6,2013,False,,,False,True
883,884,2013-06-30,86,1.38,118.67999999999999,6,6,2013,False,,,False,True
884,885,2013-07-01,86,1.38,118.67999999999999,0,7,2013,True,,,False,False
885,886,2013-07-02,100,1.38,138.0,1,7,2013,True,,,False,False
886,887,2013-07-03,148,1.38,204.23999999999998,2,7,2013,True,,,False,False
887,888,2013-07-04,150,1.38,206.99999999999997,3,7,2013,True,IndependenceDay,National,True,False
888,889,2013-07-05,131,1.38,180.77999999999997,4,7,2013,True,,,False,False
889,890,2013-07-06,118,1.38,162.83999999999997,5,7,2013,True,,,False,True
890,891,2013-07-07,94,1.38,129.72,6,7,2013,True,,,False,True
891,892,2013-07-08,61,1.38,84.17999999999999,0,7,2013,True,,,False,False
892,893,2013-07-09,42,1.38,57.959999999999994,1,7,2013,True,Ramadan starts,Religious,True,False
893,894,2013-07-10,66,1.38,91.08,2,7,2013,True,,,False,False
894,895,2013-07-11,72,1.38,99.35999999999999,3,7,2013,False,,,False,False
895,896,2013-07-12,109,1.38,150.42,4,7,2013,False,,,False,False
896,897,2013-07-13,79,1.38,109.02,5,7,2013,False,,,False,True
897,898,2013-07-14,106,1.38,146.28,6,7,2013,False,,,False,True
898,899,2013-07-15,57,1.38,78.66,0,7,2013,False,,,False,False
899,900,2013-07-16,85,1.38,117.3,1,7,2013,False,,,False,False
900,901,2013-07-17,63,1.38,86.94,2,7,2013,False,,,False,False
901,902,2013-07-18,61,1.38,84.17999999999999,3,7,2013,False,,,False,False
902,903,2013-07-19,136,1.38,187.67999999999998,4,7,2013,False,,,False,False
903,904,2013-07-20,160,1.38,220.79999999999998,5,7,2013,False,,,False,True
904,905,2013-07-21,111,1.38,153.17999999999998,6,7,2013,False,,,False,True
905,906,2013-07-22,77,1.38,106.25999999999999,0,7,2013,False,,,False,False
906,907,2013-07-23,88,1.38,121.44,1,7,2013,False,,,False,False
907,908,2013-07-24,53,1.38,73.14,2,7,2013,False,,,False,False
908,909,2013-07-25,58,1.38,80.03999999999999,3,7,2013,False,,,False,False
909,910,2013-07-26,97,1.38,133.85999999999999,4,7,2013,False,,,False,False
910,911,2013-07-27,84,1.38,115.91999999999999,5,7,2013,False,,,False,True
911,912,2013-07-28,80,1.38,110.39999999999999,6,7,2013,False,,,False,True
912,913,2013-07-29,58,1.38,80.03999999999999,0,7,2013,False,,,False,False
913,914,2013-07-30,100,1.38,138.0,1,7,2013,False,,,False,False
914,915,2013-07-31,66,1.38,91.08,2,7,2013,False,,,False,False
915,916,2013-08-01,93,1.38,128.34,3,8,2013,True,,,False,False
916,917,2013-08-02,138,1.38,190.44,4,8,2013,True,,,False,False
917,918,2013-08-03,101,1.38,139.38,5,8,2013,True,,,False,True
918,919,2013-08-04,127,1.38,175.26,6,8,2013,True,,,False,True
919,920,2013-08-05,69,1.38,95.22,0,8,2013,True,,,False,False
920,921,2013-08-06,81,1.38,111.77999999999999,1,8,2013,True,,,False,False
921,922,2013-08-07,97,1.38,133.85999999999999,2,8,2013,True,,,False,False
922,923,2013-08-08,75,1.38,103.49999999999999,3,8,2013,True,Eid al-Fitr,Religious,True,False
923,924,2013-08-09,95,1.38,131.1,4,8,2013,True,,,False,False
924,925,2013-08-10,109,1.38,150.42,5,8,2013,True,,,False,True
925,926,2013-08-11,116,1.38,160.07999999999998,6,8,2013,False,,,False,True
926,927,2013-08-12,46,1.38,63.48,0,8,2013,False,,,False,False
927,928,2013-08-13,62,1.38,85.55999999999999,1,8,2013,False,,,False,False
928,929,2013-08-14,67,1.38,92.46,2,8,2013,False,,,False,False
929,930,2013-08-15,144,1.38,198.71999999999997,3,8,2013,False,,,False,False
930,931,2013-08-16,116,1.38,160.07999999999998,4,8,2013,False,,,False,False
931,932,2013-08-17,0,1.0,0.0,5,8,2013,False,,,False,True
932,933,2013-08-18,0,1.0,0.0,6,8,2013,False,,,False,True
933,934,2013-08-19,93,1.0,93.0,0,8,2013,False,,,False,False
934,935,2013-08-20,52,1.0,52.0,1,8,2013,False,,,False,False
935,936,2013-08-21,159,1.0,159.0,2,8,2013,False,,,False,False
936,937,2013-08-22,185,1.0,185.0,3,8,2013,False,,,False,False
937,938,2013-08-23,179,1.0,179.0,4,8,2013,False,,,False,False
938,939,2013-08-24,266,1.0,266.0,5,8,2013,False,,,False,True
939,940,2013-08-25,310,1.0,310.0,6,8,2013,False,,,False,True
940,941,2013-08-26,23,1.0,23.0,0,8,2013,False,,,False,False
941,942,2013-08-27,142,1.0,142.0,1,8,2013,False,,,False,False
942,943,2013-08-28,104,1.0,104.0,2,8,2013,False,,,False,False
943,944,2013-08-29,181,1.0,181.0,3,8,2013,False,,,False,False
944,945,2013-08-30,216,1.0,216.0,4,8,2013,False,,,False,False
945,946,2013-08-31,432,1.0,432.0,5,8,2013,False,,,False,True
946,947,2013-09-01,599,1.0,599.0,6,9,2013,True,,,False,True
947,948,2013-09-02,184,1.0,184.0,0,9,2013,True,LaborDay,National,True,False
948,949,2013-09-03,229,1.0,229.0,1,9,2013,True,,,False,False
949,950,2013-09-04,150,1.0,150.0,2,9,2013,True,,,False,False
950,951,2013-09-05,278,1.0,278.0,3,9,2013,True,,,False,False
951,952,2013-09-06,262,1.0,262.0,4,9,2013,True,,,False,False
952,953,2013-09-07,273,1.0,273.0,5,9,2013,True,,,False,True
953,954,2013-09-08,247,1.0,247.0,6,9,2013,True,,,False,True
954,955,2013-09-09,129,1.0,129.0,0,9,2013,True,,,False,False
955,956,2013-09-10,128,1.0,128.0,1,9,2013,True,,,False,False
956,957,2013-09-11,195,1.0,195.0,2,9,2013,False,,,False,False
957,958,2013-09-12,182,1.0,182.0,3,9,2013,False,,,False,False
958,959,2013-09-13,212,1.0,212.0,4,9,2013,False,,,False,False
959,960,2013-09-14,272,1.0,272.0,5,9,2013,False,,,False,True
960,961,2013-09-15,266,1.0,266.0,6,9,2013,False,,,False,True
961,962,2013-09-16,158,1.0,158.0,0,9,2013,False,,,False,False
962,963,2013-09-17,159,1.0,159.0,1,9,2013,False,,,False,False
963,964,2013-09-18,107,1.0,107.0,2,9,2013,False,,,False,False
964,965,2013-09-19,123,1.0,123.0,3,9,2013,False,,,False,False
965,966,2013-09-20,147,1.0,147.0,4,9,2013,False,,,False,False
966,967,2013-09-21,309,1.0,309.0,5,9,2013,False,,,False,True
967,968,2013-09-22,369,1.0,369.0,6,9,2013,False,,,False,True
968,969,2013-09-23,180,1.0,180.0,0,9,2013,False,,,False,False
969,970,2013-09-24,146,1.0,146.0,1,9,2013,False,,,False,False
970,971,2013-09-25,166,1.0,166.0,2,9,2013,False,,,False,False
971,972,2013-09-26,157,1.0,157.0,3,9,2013,False,,,False,False
972,973,2013-09-27,243,1.0,243.0,4,9,2013,False,,,False,False
973,974,2013-09-28,312,1.0,312.0,5,9,2013,False,,,False,True
974,975,2013-09-29,342,1.0,342.0,6,9,2013,False,,,False,True
975,976,2013-09-30,290,1.0,290.0,0,9,2013,False,,,False,False
976,977,2013-10-01,211,1.0,211.0,1,10,2013,True,,,False,False
977,978,2013-10-02,25,1.0,25.0,2,10,2013,True,,,False,False
978,979,2013-10-03,0,1.0,0.0,3,10,2013,True,,,False,False
979,980,2013-10-04,0,1.0,0.0,4,10,2013,True,,,False,False
980,981,2013-10-05,133,1.38,183.54,5,10,2013,True,,,False,True
981,982,2013-10-06,130,1.38,179.39999999999998,6,10,2013,True,,,False,True
982,983,2013-10-07,70,1.38,96.6,0,10,2013,True,,,False,False
983,984,2013-10-08,78,1.38,107.63999999999999,1,10,2013,True,,,False,False
984,985,2013-10-09,77,1.38,106.25999999999999,2,10,2013,True,,,False,False
985,986,2013-10-10,95,1.38,131.1,3,10,2013,True,,,False,False
986,987,2013-10-11,107,1.38,147.66,4,10,2013,False,,,False,False
987,988,2013-10-12,112,1.38,154.56,5,10,2013,False,,,False,True
988,989,2013-10-13,129,1.38,178.01999999999998,6,10,2013,False,,,False,True
989,990,2013-10-14,65,1.38,89.69999999999999,0,10,2013,False,ColumbusDay,National,True,False
990,991,2013-10-15,48,1.38,66.24,1,10,2013,False,EidAlAdha,Religious,True,False
991,992,2013-10-16,53,1.38,73.14,2,10,2013,False,,,False,False
992,993,2013-10-17,74,1.38,102.11999999999999,3,10,2013,False,,,False,False
993,994,2013-10-18,97,1.38,133.85999999999999,4,10,2013,False,,,False,False
994,995,2013-10-19,108,1.38,149.04,5,10,2013,False,,,False,True
995,996,2013-10-20,121,1.38,166.98,6,10,2013,False,,,False,True
996,997,2013-10-21,61,1.38,84.17999999999999,0,10,2013,False,,,False,False
997,998,2013-10-22,55,1.38,75.89999999999999,1,10,2013,False,,,False,False
998,999,2013-10-23,51,1.38,70.38,2,10,2013,False,,,False,False
999,1000,2013-10-24,73,1.38,100.74,3,10,2013,False,,,False,False
1000,1001,2013-10-25,137,1.38,189.05999999999997,4,10,2013,False,,,False,False
1001,1002,2013-10-26,134,1.38,184.92,5,10,2013,False,,,False,True
1002,1003,2013-10-27,99,1.38,136.61999999999998,6,10,2013,False,,,False,True
1003,1004,2013-10-28,77,1.38,106.25999999999999,0,10,2013,False,,,False,False
1004,1005,2013-10-29,57,1.38,78.66,1,10,2013,False,,,False,False
1005,1006,2013-10-30,83,1.38,114.53999999999999,2,10,2013,False,,,False,False
1006,1007,2013-10-31,58,1.38,80.03999999999999,3,10,2013,False,Halloween,Cultural,True,False
1007,1008,2013-11-01,77,1.38,106.25999999999999,4,11,2013,True,,,False,False
1008,1009,2013-11-02,94,1.38,129.72,5,11,2013,True,,,False,True
1009,1010,2013-11-03,96,1.38,132.48,6,11,2013,True,,,False,True
1010,1011,2013-11-04,44,1.38,60.72,0,11,2013,True,,,False,False
1011,1012,2013-11-05,82,1.38,113.16,1,11,2013,True,,,False,False
1012,1013,2013-11-06,72,1.38,99.35999999999999,2,11,2013,True,,,False,False
1013,1014,2013-11-07,88,1.38,121.44,3,11,2013,True,,,False,False
1014,1015,2013-11-08,94,1.38,129.72,4,11,2013,True,,,False,False
1015,1016,2013-11-09,126,1.38,173.88,5,11,2013,True,,,False,True
1016,1017,2013-11-10,105,1.38,144.89999999999998,6,11,2013,True,,,False,True
1017,1018,2013-11-11,89,1.38,122.82,0,11,2013,False,VeteransDay,National,True,False
1018,1019,2013-11-12,61,1.38,84.17999999999999,1,11,2013,False,,,False,False
1019,1020,2013-11-13,1,1.38,1.38,2,11,2013,False,,,False,False
1020,1021,2013-11-14,0,1.38,0.0,3,11,2013,False,,,False,False
1021,1022,2013-11-15,0,1.38,0.0,4,11,2013,False,,,False,False
1022,1023,2013-11-16,0,1.38,0.0,5,11,2013,False,,,False,True
1023,1024,2013-11-17,0,1.38,0.0,6,11,2013,False,,,False,True
1024,1025,2013-11-18,0,1.38,0.0,0,11,2013,False,,,False,False
1025,1026,2013-11-19,0,1.38,0.0,1,11,2013,False,,,False,False
1026,1027,2013-11-20,0,1.38,0.0,2,11,2013,False,,,False,False
1027,1028,2013-11-21,0,1.38,0.0,3,11,2013,False,,,False,False
1028,1029,2013-11-22,0,1.38,0.0,4,11,2013,False,,,False,False
1029,1030,2013-11-23,0,1.38,0.0,5,11,2013,False,,,False,True
1030,1031,2013-11-24,0,1.38,0.0,6,11,2013,False,,,False,True
1031,1032,2013-11-25,0,1.38,0.0,0,11,2013,False,,,False,False
1032,1033,2013-11-26,0,1.38,0.0,1,11,2013,False,,,False,False
1033,1034,2013-11-27,0,1.38,0.0,2,11,2013,False,,,False,False
1034,1035,2013-11-28,0,1.38,0.0,3,11,2013,False,Thanksgiving,National,True,False
1035,1036,2013-11-29,0,1.38,0.0,4,11,2013,False,,,False,False
1036,1037,2013-11-30,0,1.0,0.0,5,11,2013,False,,,False,True
1037,1038,2013-12-01,0,1.0,0.0,6,12,2013,True,,,False,True
1038,1039,2013-12-02,273,1.0,273.0,0,12,2013,True,,,False,False
1039,1040,2013-12-03,155,1.0,155.0,1,12,2013,True,,,False,False
1040,1041,2013-12-04,121,1.0,121.0,2,12,2013,True,,,False,False
1041,1042,2013-12-05,171,1.0,171.0,3,12,2013,True,Chanukah End,Religious,True,False
1042,1043,2013-12-06,162,1.0,162.0,4,12,2013,True,,,False,False
1043,1044,2013-12-07,240,1.0,240.0,5,12,2013,True,,,False,True
1044,1045,2013-12-08,0,1.0,0.0,6,12,2013,True,,,False,True
1045,1046,2013-12-09,0,1.0,0.0,0,12,2013,True,,,False,False
1046,1047,2013-12-10,0,1.0,0.0,1,12,2013,True,,,False,False
1047,1048,2013-12-11,0,1.0,0.0,2,12,2013,False,,,False,False
1048,1049,2013-12-12,0,1.0,0.0,3,12,2013,False,,,False,False
1049,1050,2013-12-13,0,1.0,0.0,4,12,2013,False,,,False,False
1050,1051,2013-12-14,0,1.0,0.0,5,12,2013,False,,,False,True
1051,1052,2013-12-15,0,1.0,0.0,6,12,2013,False,,,False,True
1052,1053,2013-12-16,0,1.0,0.0,0,12,2013,False,,,False,False
1053,1054,2013-12-17,0,1.0,0.0,1,12,2013,False,,,False,False
1054,1055,2013-12-18,0,1.0,0.0,2,12,2013,False,,,False,False
1055,1056,2013-12-19,0,1.0,0.0,3,12,2013,False,,,False,False
1056,1057,2013-12-20,0,1.0,0.0,4,12,2013,False,,,False,False
1057,1058,2013-12-21,0,1.38,0.0,5,12,2013,False,,,False,True
1058,1059,2013-12-22,0,1.38,0.0,6,12,2013,False,,,False,True
1059,1060,2013-12-23,0,1.38,0.0,0,12,2013,False,,,False,False
1060,1061,2013-12-24,0,1.38,0.0,1,12,2013,False,,,False,False
1061,1062,2013-12-25,0,1.38,0.0,2,12,2013,False,Christmas,National,True,False
1062,1063,2013-12-26,148,1.38,204.23999999999998,3,12,2013,False,,,False,False
1063,1064,2013-12-27,74,1.38,102.11999999999999,4,12,2013,False,,,False,False
1064,1065,2013-12-28,110,1.38,151.79999999999998,5,12,2013,False,,,False,True
1065,1066,2013-12-29,85,1.38,117.3,6,12,2013,False,,,False,True
1066,1067,2013-12-30,142,1.38,195.95999999999998,0,12,2013,False,,,False,False
1067,1068,2013-12-31,278,1.38,383.64,1,12,2013,False,,,False,False
1068,1069,2014-01-01,58,1.38,80.03999999999999,2,1,2014,True,NewYear,National,True,False
1069,1070,2014-01-02,66,1.38,91.08,3,1,2014,True,,,False,False
1070,1071,2014-01-03,83,1.38,114.53999999999999,4,1,2014,True,,,False,False
1071,1072,2014-01-04,101,1.38,139.38,5,1,2014,True,,,False,True
1072,1073,2014-01-05,101,1.38,139.38,6,1,2014,True,,,False,True
1073,1074,2014-01-06,85,1.38,117.3,0,1,2014,True,,,False,False
1074,1075,2014-01-07,56,1.38,77.28,1,1,2014,True,OrthodoxChristmas,Religious,True,False
1075,1076,2014-01-08,6,1.38,8.28,2,1,2014,True,,,False,False
1076,1077,2014-01-09,0,1.38,0.0,3,1,2014,True,,,False,False
1077,1078,2014-01-10,0,1.38,0.0,4,1,2014,True,,,False,False
1078,1079,2014-01-11,90,1.44,129.6,5,1,2014,False,,,False,True
1079,1080,2014-01-12,83,1.44,119.52,6,1,2014,False,,,False,True
1080,1081,2014-01-13,35,1.44,50.4,0,1,2014,False,,,False,False
1081,1082,2014-01-14,62,1.44,89.28,1,1,2014,False,,,False,False
1082,1083,2014-01-15,48,1.44,69.12,2,1,2014,False,,,False,False
1083,1084,2014-01-16,59,1.44,84.96,3,1,2014,False,,,False,False
1084,1085,2014-01-17,187,1.44,269.28,4,1,2014,False,,,False,False
1085,1086,2014-01-18,119,1.44,171.35999999999999,5,1,2014,False,,,False,True
1086,1087,2014-01-19,117,1.44,168.48,6,1,2014,False,,,False,True
1087,1088,2014-01-20,48,1.44,69.12,0,1,2014,False,MartinLutherKingDay,National,True,False
1088,1089,2014-01-21,32,1.44,46.08,1,1,2014,False,,,False,False
1089,1090,2014-01-22,58,1.44,83.52,2,1,2014,False,,,False,False
1090,1091,2014-01-23,60,1.44,86.39999999999999,3,1,2014,False,,,False,False
1091,1092,2014-01-24,81,1.44,116.64,4,1,2014,False,,,False,False
1092,1093,2014-01-25,79,1.44,113.75999999999999,5,1,2014,False,,,False,True
1093,1094,2014-01-26,79,1.44,113.75999999999999,6,1,2014,False,,,False,True
1094,1095,2014-01-27,34,1.44,48.96,0,1,2014,False,,,False,False
1095,1096,2014-01-28,52,1.44,74.88,1,1,2014,False,,,False,False
1096,1097,2014-01-29,45,1.44,64.8,2,1,2014,False,,,False,False
1097,1098,2014-01-30,48,1.44,69.12,3,1,2014,False,,,False,False
1098,1099,2014-01-31,80,1.44,115.19999999999999,4,1,2014,False,,,False,False
1099,1100,2014-02-01,151,1.44,217.44,5,2,2014,True,,,False,True
1100,1101,2014-02-02,127,1.44,182.88,6,2,2014,True,SuperBowl,Sporting,True,True
1101,1102,2014-02-03,99,1.44,142.56,0,2,2014,True,,,False,False
1102,1103,2014-02-04,43,1.44,61.919999999999995,1,2,2014,True,,,False,False
1103,1104,2014-02-05,62,1.44,89.28,2,2,2014,True,,,False,False
1104,1105,2014-02-06,53,1.44,76.32,3,2,2014,True,,,False,False
1105,1106,2014-02-07,2,1.44,2.88,4,2,2014,True,,,False,False
1106,1107,2014-02-08,0,1.44,0.0,5,2,2014,True,,,False,True
1107,1108,2014-02-09,0,1.44,0.0,6,2,2014,True,,,False,True
1108,1109,2014-02-10,0,1.44,0.0,0,2,2014,True,,,False,False
1109,1110,2014-02-11,0,1.44,0.0,1,2,2014,False,,,False,False
1110,1111,2014-02-12,0,1.44,0.0,2,2,2014,False,,,False,False
1111,1112,2014-02-13,0,1.44,0.0,3,2,2014,False,,,False,False
