Item Code,Txn Date,Units Sold,Unit Price
TEE-L-WHT,2025-10-18,-2,$743.13
TEE-L-WHT,2025-10-19,0,$406.23
TEE-L-WHT,2025-10-20,abc,$374.76
TEE-L-WHT,2025-11-21,abc,$365.45
TEE-L-WHT,2025-11-22,,$879.33
TEE-L-WHT,2025-11-23,"1,200",$637.99
TEE-L-WHT,2025-11-24,"1,200",$824.90
TEE-L-WHT,2025-11-25,3,$662.89
TEE-L-WHT,2025-11-26,-2,$387.23
TEE-L-WHT,2025-11-27,2,$527.98
TEE-L-WHT,2025-11-28,,$218.69
TEE-L-WHT,2025-11-01,,$279.71
TEE-L-WHT,2025-11-02,3,$580.78
TEE-L-WHT,2025-11-03,2,$262.15
TEE-L-WHT,2025-11-04,abc,$220.87
TEE-L-WHT,2025-11-05,2,$365.87
TEE-L-WHT,2025-11-06,"1,200",$772.63
TEE-L-WHT,2025-11-07,8,$529.13
TEE-L-WHT,2025-11-08,abc,$404.43
TEE-L-WHT,2025-11-09,1,$760.43
TEE-L-WHT,2025-11-10,8,$614.62
TEE-L-WHT,2025-11-11,0,$214.45
TEE-L-WHT,2025-11-12,8,$421.21
TEE-L-WHT,2025-11-13,1,$325.68
TEE-L-WHT,2025-11-14,1,$219.12
TEE-L-WHT,2025-11-15,5,$680.86
TEE-L-WHT,2025-11-16,"1,200",$891.96
TEE-L-WHT,2025-11-17,0,$797.80
TEE-L-WHT,2025-11-18,,$700.30
TEE-L-WHT,2025-11-19,,$235.09
TEE-L-WHT,2025-11-20,8,$309.22
TEE-L-WHT,2025-11-21,-2,$446.43
TEE-L-WHT,2025-11-22,1,$424.34
TEE-L-WHT,2025-12-23,"1,200",$409.61
TEE-L-WHT,2025-12-24,,$308.72
TEE-L-WHT,2025-12-25,5,$257.80
TEE-L-WHT,2025-12-26,"1,200",$349.20
TEE-L-WHT,2025-12-27,-2,$875.53
TEE-L-WHT,2025-12-28,,$414.37
TEE-L-WHT,2025-12-01,1,$629.99
TEE-L-WHT,2025-12-02,-2,$582.99
TEE-L-WHT,2025-12-03,8,$677.78
TEE-L-WHT,2025-12-04,3,$354.76
TEE-L-WHT,2025-12-05,"1,200",$475.46
TEE-L-WHT,2025-12-06,5,$756.48
TEE-L-WHT,2025-12-07,2,$307.18
TEE-L-WHT,2025-12-08,"1,200",$201.78
TEE-L-WHT,2025-12-09,2,$554.29
TEE-L-WHT,2025-12-10,abc,$460.72
TEE-L-WHT,2025-12-11,,$614.23
TEE-L-WHT,2025-12-12,,$719.99
TEE-L-WHT,2025-12-13,-2,$593.51
TEE-L-WHT,2025-12-14,,$573.37
TEE-L-WHT,2025-12-15,5,$254.91
TEE-L-WHT,2025-12-16,"1,200",$631.79
TEE-L-WHT,2025-12-17,8,$815.66
TEE-L-WHT,2025-12-18,1,$841.56
TEE-L-WHT,2025-12-19,,$627.13
TEE-L-WHT,2025-12-20,5,$695.10
TEE-L-WHT,2025-12-21,5,$267.79
TEE-L-WHT,2025-12-22,3,$517.80
TEE-L-WHT,2025-12-23,"1,200",$697.80
TEE-L-WHT,2025-12-24,abc,$313.66
TEE-L-WHT,2025-01-25,1,$608.85
TEE-L-WHT,2025-01-26,abc,$348.06
TEE-L-WHT,2025-01-27,abc,$408.82
TEE-L-WHT,2025-01-28,"1,200",$888.49
TEE-L-WHT,2025-01-01,5,$251.58
TEE-L-WHT,2025-01-02,"1,200",$822.68
TEE-L-WHT,2025-01-03,0,$229.44
TEE-L-WHT,2025-01-04,,$563.89
TEE-L-WHT,2025-01-05,"1,200",$762.61
TEE-L-WHT,2025-01-06,,$748.90
TEE-L-WHT,2025-01-07,2,$728.42
TEE-L-WHT,2025-01-08,,$872.41
TEE-L-WHT,2025-01-09,,$515.12
TEE-L-WHT,2025-01-10,3,$324.40
TEE-L-WHT,2025-01-11,2,$651.00
TEE-L-WHT,2025-01-12,1,$673.80
TEE-L-WHT,2025-01-13,8,$835.87
TEE-L-WHT,2025-01-14,8,$637.94
TEE-L-WHT,2025-01-15,5,$454.21
TEE-L-WHT,2025-01-16,0,$654.38
TEE-L-WHT,2025-01-17,"1,200",$395.42
TEE-L-WHT,2025-01-18,8,$726.06
TEE-L-WHT,2025-01-19,3,$465.10
TEE-L-WHT,2025-01-20,0,$815.99
TEE-L-WHT,2025-01-21,0,$257.72
TEE-L-WHT,2025-01-22,8,$606.68
TEE-L-WHT,2025-01-23,1,$534.88
TEE-L-WHT,2025-01-24,,$205.35
TEE-L-WHT,2025-01-25,0,$411.66
TEE-L-WHT,2025-01-26,-2,$295.60
TEE-L-WHT,2025-02-27,,$373.31
TEE-L-WHT,2025-02-28,,$730.47
TEE-L-WHT,2025-02-01,1,$247.72
TEE-L-WHT,2025-02-02,1,$373.07
TEE-L-WHT,2025-02-03,0,$372.95
TEE-L-WHT,2025-02-04,8,$419.05
TEE-L-WHT,2025-02-05,-2,$232.53
TEE-L-WHT,2025-02-06,3,$862.98
TEE-L-WHT,2025-02-07,8,$277.99
TEE-L-WHT,2025-02-08,3,$467.07
,2025-01-01,5,$100
SHIRT-M-BLU,2025-01-01,4,$300
